image_id,image_filename,file_path,true_label,generator_model,art_style,source_folder
fake_0203,1_038479.png,images/fake/original_ldm/1_038479.png,fake,original_ldm,romanticism,data\raw\art_dataset\fake\latent_diffusion\original_ldm
fake_0204,1_009015.png,images/fake/original_ldm/1_009015.png,fake,original_ldm,baroque,data\raw\art_dataset\fake\latent_diffusion\original_ldm
fake_0205,1_039296.png,images/fake/original_ldm/1_039296.png,fake,original_ldm,romanticism,data\raw\art_dataset\fake\latent_diffusion\original_ldm
fake_0206,1_012022.png,images/fake/original_ldm/1_012022.png,fake,original_ldm,expressionism,data\raw\art_dataset\fake\latent_diffusion\original_ldm
fake_0207,1_004210.png,images/fake/original_ldm/1_004210.png,fake,original_ldm,art_nouveau,data\raw\art_dataset\fake\latent_diffusion\original_ldm
fake_0208,1_023189.png,images/fake/original_ldm/1_023189.png,fake,original_ldm,post_impressionism,data\raw\art_dataset\fake\latent_diffusion\original_ldm
fake_0209,1_022713.png,images/fake/original_ldm/1_022713.png,fake,original_ldm,post_impressionism,data\raw\art_dataset\fake\latent_diffusion\original_ldm
fake_0210,1_018685.png,images/fake/original_ldm/1_018685.png,fake,original_ldm,impressionism,data\raw\art_dataset\fake\latent_diffusion\original_ldm
fake_0211,1_110224.png,images/fake/original_ldm/1_110224.png,fake,original_ldm,realism,data\raw\art_dataset\fake\latent_diffusion\original_ldm
fake_0212,1_025535.png,images/fake/original_ldm/1_025535.png,fake,original_ldm,realism,data\raw\art_dataset\fake\latent_diffusion\original_ldm
fake_0213,1_023249.png,images/fake/original_ldm/1_023249.png,fake,original_ldm,post_impressionism,data\raw\art_dataset\fake\latent_diffusion\original_ldm
fake_0214,1_004081.png,images/fake/original_ldm/1_004081.png,fake,original_ldm,art_nouveau,data\raw\art_dataset\fake\latent_diffusion\original_ldm
fake_0215,1_011556.png,images/fake/original_ldm/1_011556.png,fake,original_ldm,expressionism,data\raw\art_dataset\fake\latent_diffusion\original_ldm
fake_0216,1_046585.png,images/fake/original_ldm/1_046585.png,fake,original_ldm,surrealism,data\raw\art_dataset\fake\latent_diffusion\original_ldm
fake_0217,1_023535.png,images/fake/original_ldm/1_023535.png,fake,original_ldm,post_impressionism,data\raw\art_dataset\fake\latent_diffusion\original_ldm
fake_0218,1_021525.png,images/fake/original_ldm/1_021525.png,fake,original_ldm,post_impressionism,data\raw\art_dataset\fake\latent_diffusion\original_ldm
fake_0219,1_050300.png,images/fake/original_ldm/1_050300.png,fake,original_ldm,ukiyo-e,data\raw\art_dataset\fake\latent_diffusion\original_ldm
fake_0220,1_042450.png,images/fake/original_ldm/1_042450.png,fake,original_ldm,surrealism,data\raw\art_dataset\fake\latent_diffusion\original_ldm
fake_0221,1_032279.png,images/fake/original_ldm/1_032279.png,fake,original_ldm,renaissance,data\raw\art_dataset\fake\latent_diffusion\original_ldm
fake_0222,1_114925.png,images/fake/original_ldm/1_114925.png,fake,original_ldm,ukiyo-e,data\raw\art_dataset\fake\latent_diffusion\original_ldm
fake_0223,1_038582.png,images/fake/original_ldm/1_038582.png,fake,original_ldm,romanticism,data\raw\art_dataset\fake\latent_diffusion\original_ldm
fake_0224,1_001281.png,images/fake/original_ldm/1_001281.png,fake,original_ldm,art_nouveau,data\raw\art_dataset\fake\latent_diffusion\original_ldm
fake_0225,1_047147.png,images/fake/original_ldm/1_047147.png,fake,original_ldm,ukiyo-e,data\raw\art_dataset\fake\latent_diffusion\original_ldm
fake_0226,1_048715.png,images/fake/original_ldm/1_048715.png,fake,original_ldm,ukiyo-e,data\raw\art_dataset\fake\latent_diffusion\original_ldm
fake_0227,1_042175.png,images/fake/original_ldm/1_042175.png,fake,original_ldm,surrealism,data\raw\art_dataset\fake\latent_diffusion\original_ldm
fake_0228,1_031729.png,images/fake/original_ldm/1_031729.png,fake,original_ldm,renaissance,data\raw\art_dataset\fake\latent_diffusion\original_ldm
fake_0229,1_020929.png,images/fake/original_ldm/1_020929.png,fake,original_ldm,post_impressionism,data\raw\art_dataset\fake\latent_diffusion\original_ldm
fake_0230,1_026260.png,images/fake/original_ldm/1_026260.png,fake,original_ldm,realism,data\raw\art_dataset\fake\latent_diffusion\original_ldm
fake_0231,1_000387.png,images/fake/original_ldm/1_000387.png,fake,original_ldm,art_nouveau,data\raw\art_dataset\fake\latent_diffusion\original_ldm
fake_0232,1_114707.png,images/fake/original_ldm/1_114707.png,fake,original_ldm,ukiyo-e,data\raw\art_dataset\fake\latent_diffusion\original_ldm
fake_0233,1_020053.png,images/fake/original_ldm/1_020053.png,fake,original_ldm,impressionism,data\raw\art_dataset\fake\latent_diffusion\original_ldm
fake_0234,1_016570.png,images/fake/original_ldm/1_016570.png,fake,original_ldm,impressionism,data\raw\art_dataset\fake\latent_diffusion\original_ldm
fake_0235,1_041380.png,images/fake/original_ldm/1_041380.png,fake,original_ldm,surrealism,data\raw\art_dataset\fake\latent_diffusion\original_ldm
fake_0236,1_021559.png,images/fake/original_ldm/1_021559.png,fake,original_ldm,post_impressionism,data\raw\art_dataset\fake\latent_diffusion\original_ldm
fake_0237,1_046932.png,images/fake/original_ldm/1_046932.png,fake,original_ldm,ukiyo-e,data\raw\art_dataset\fake\latent_diffusion\original_ldm
fake_0238,1_049435.png,images/fake/original_ldm/1_049435.png,fake,original_ldm,ukiyo-e,data\raw\art_dataset\fake\latent_diffusion\original_ldm
fake_0239,1_113198.png,images/fake/original_ldm/1_113198.png,fake,original_ldm,surrealism,data\raw\art_dataset\fake\latent_diffusion\original_ldm
fake_0240,1_023461.png,images/fake/original_ldm/1_023461.png,fake,original_ldm,post_impressionism,data\raw\art_dataset\fake\latent_diffusion\original_ldm
fake_0241,1_030273.png,images/fake/original_ldm/1_030273.png,fake,original_ldm,realism,data\raw\art_dataset\fake\latent_diffusion\original_ldm
fake_0242,1_112801.png,images/fake/original_ldm/1_112801.png,fake,original_ldm,romanticism,data\raw\art_dataset\fake\latent_diffusion\original_ldm
fake_0243,1_041145.png,images/fake/original_ldm/1_041145.png,fake,original_ldm,romanticism,data\raw\art_dataset\fake\latent_diffusion\original_ldm
fake_0244,1_110455.png,images/fake/original_ldm/1_110455.png,fake,original_ldm,realism,data\raw\art_dataset\fake\latent_diffusion\original_ldm
fake_0245,1_044421.png,images/fake/original_ldm/1_044421.png,fake,original_ldm,surrealism,data\raw\art_dataset\fake\latent_diffusion\original_ldm
fake_0246,1_033535.png,images/fake/original_ldm/1_033535.png,fake,original_ldm,renaissance,data\raw\art_dataset\fake\latent_diffusion\original_ldm
fake_0247,1_049839.png,images/fake/original_ldm/1_049839.png,fake,original_ldm,ukiyo-e,data\raw\art_dataset\fake\latent_diffusion\original_ldm
fake_0248,1_012454.png,images/fake/original_ldm/1_012454.png,fake,original_ldm,expressionism,data\raw\art_dataset\fake\latent_diffusion\original_ldm
fake_0249,1_026997.png,images/fake/original_ldm/1_026997.png,fake,original_ldm,realism,data\raw\art_dataset\fake\latent_diffusion\original_ldm
fake_0250,1_143587.png,images/fake/dreamstudio/1_143587.png,fake,dreamstudio,DreamStudio_art,data\raw\art_dataset\fake\latent_diffusion\dreamstudio
fake_0251,1_144463.png,images/fake/dreamstudio/1_144463.png,fake,dreamstudio,DreamStudio_art,data\raw\art_dataset\fake\latent_diffusion\dreamstudio
fake_0252,1_149768.png,images/fake/dreamstudio/1_149768.png,fake,dreamstudio,DreamStudio_art,data\raw\art_dataset\fake\latent_diffusion\dreamstudio
fake_0253,1_150584.png,images/fake/dreamstudio/1_150584.png,fake,dreamstudio,DreamStudio_art,data\raw\art_dataset\fake\latent_diffusion\dreamstudio
fake_0254,1_140467.png,images/fake/dreamstudio/1_140467.png,fake,dreamstudio,DreamStudio_art,data\raw\art_dataset\fake\latent_diffusion\dreamstudio
fake_0255,1_148999.png,images/fake/dreamstudio/1_148999.png,fake,dreamstudio,DreamStudio_art,data\raw\art_dataset\fake\latent_diffusion\dreamstudio
fake_0256,1_148135.png,images/fake/dreamstudio/1_148135.png,fake,dreamstudio,DreamStudio_art,data\raw\art_dataset\fake\latent_diffusion\dreamstudio
fake_0257,1_145779.png,images/fake/dreamstudio/1_145779.png,fake,dreamstudio,DreamStudio_pixiv,data\raw\art_dataset\fake\latent_diffusion\dreamstudio
fake_0258,1_145948.png,images/fake/dreamstudio/1_145948.png,fake,dreamstudio,DreamStudio_pixiv,data\raw\art_dataset\fake\latent_diffusion\dreamstudio
fake_0259,1_153068.png,images/fake/dreamstudio/1_153068.png,fake,dreamstudio,DreamStudio_pixiv,data\raw\art_dataset\fake\latent_diffusion\dreamstudio
fake_0260,1_149252.png,images/fake/dreamstudio/1_149252.png,fake,dreamstudio,DreamStudio_art,data\raw\art_dataset\fake\latent_diffusion\dreamstudio
fake_0261,1_146685.png,images/fake/dreamstudio/1_146685.png,fake,dreamstudio,DreamStudio_pixiv,data\raw\art_dataset\fake\latent_diffusion\dreamstudio
fake_0262,1_142696.png,images/fake/dreamstudio/1_142696.png,fake,dreamstudio,DreamStudio_art,data\raw\art_dataset\fake\latent_diffusion\dreamstudio
fake_0263,1_153762.png,images/fake/dreamstudio/1_153762.png,fake,dreamstudio,DreamStudio_pixiv,data\raw\art_dataset\fake\latent_diffusion\dreamstudio
fake_0264,1_150285.png,images/fake/dreamstudio/1_150285.png,fake,dreamstudio,DreamStudio_art,data\raw\art_dataset\fake\latent_diffusion\dreamstudio
fake_0265,1_155057.png,images/fake/dreamstudio/1_155057.png,fake,dreamstudio,DreamStudio_pixiv,data\raw\art_dataset\fake\latent_diffusion\dreamstudio
fake_0266,1_142083.png,images/fake/dreamstudio/1_142083.png,fake,dreamstudio,DreamStudio_art,data\raw\art_dataset\fake\latent_diffusion\dreamstudio
fake_0267,1_152823.png,images/fake/dreamstudio/1_152823.png,fake,dreamstudio,DreamStudio_art,data\raw\art_dataset\fake\latent_diffusion\dreamstudio
fake_0268,1_151379.png,images/fake/dreamstudio/1_151379.png,fake,dreamstudio,DreamStudio_art,data\raw\art_dataset\fake\latent_diffusion\dreamstudio
fake_0269,1_140433.png,images/fake/dreamstudio/1_140433.png,fake,dreamstudio,DreamStudio_art,data\raw\art_dataset\fake\latent_diffusion\dreamstudio
fake_0270,1_154851.png,images/fake/dreamstudio/1_154851.png,fake,dreamstudio,DreamStudio_pixiv,data\raw\art_dataset\fake\latent_diffusion\dreamstudio
fake_0271,1_149083.png,images/fake/dreamstudio/1_149083.png,fake,dreamstudio,DreamStudio_art,data\raw\art_dataset\fake\latent_diffusion\dreamstudio
fake_0272,1_152325.png,images/fake/dreamstudio/1_152325.png,fake,dreamstudio,DreamStudio_art,data\raw\art_dataset\fake\latent_diffusion\dreamstudio
fake_0273,1_151874.png,images/fake/dreamstudio/1_151874.png,fake,dreamstudio,DreamStudio_art,data\raw\art_dataset\fake\latent_diffusion\dreamstudio
fake_0274,1_145683.png,images/fake/dreamstudio/1_145683.png,fake,dreamstudio,DreamStudio_pixiv,data\raw\art_dataset\fake\latent_diffusion\dreamstudio
fake_0275,1_140436.png,images/fake/dreamstudio/1_140436.png,fake,dreamstudio,DreamStudio_art,data\raw\art_dataset\fake\latent_diffusion\dreamstudio
fake_0276,1_141367.png,images/fake/dreamstudio/1_141367.png,fake,dreamstudio,DreamStudio_art,data\raw\art_dataset\fake\latent_diffusion\dreamstudio
fake_0277,1_145351.png,images/fake/dreamstudio/1_145351.png,fake,dreamstudio,DreamStudio_pixiv,data\raw\art_dataset\fake\latent_diffusion\dreamstudio
fake_0278,1_149650.png,images/fake/dreamstudio/1_149650.png,fake,dreamstudio,DreamStudio_art,data\raw\art_dataset\fake\latent_diffusion\dreamstudio
fake_0279,1_142215.png,images/fake/dreamstudio/1_142215.png,fake,dreamstudio,DreamStudio_art,data\raw\art_dataset\fake\latent_diffusion\dreamstudio
fake_0280,1_154194.png,images/fake/dreamstudio/1_154194.png,fake,dreamstudio,DreamStudio_pixiv,data\raw\art_dataset\fake\latent_diffusion\dreamstudio
fake_0281,1_150192.png,images/fake/dreamstudio/1_150192.png,fake,dreamstudio,DreamStudio_art,data\raw\art_dataset\fake\latent_diffusion\dreamstudio
fake_0282,1_142969.png,images/fake/dreamstudio/1_142969.png,fake,dreamstudio,DreamStudio_art,data\raw\art_dataset\fake\latent_diffusion\dreamstudio
fake_0283,1_140815.png,images/fake/dreamstudio/1_140815.png,fake,dreamstudio,DreamStudio_art,data\raw\art_dataset\fake\latent_diffusion\dreamstudio
fake_0284,1_144254.png,images/fake/dreamstudio/1_144254.png,fake,dreamstudio,DreamStudio_art,data\raw\art_dataset\fake\latent_diffusion\dreamstudio
fake_0285,1_148839.png,images/fake/dreamstudio/1_148839.png,fake,dreamstudio,DreamStudio_art,data\raw\art_dataset\fake\latent_diffusion\dreamstudio
fake_0286,1_147991.png,images/fake/dreamstudio/1_147991.png,fake,dreamstudio,DreamStudio_art,data\raw\art_dataset\fake\latent_diffusion\dreamstudio
fake_0287,1_143459.png,images/fake/dreamstudio/1_143459.png,fake,dreamstudio,DreamStudio_art,data\raw\art_dataset\fake\latent_diffusion\dreamstudio
fake_0288,1_150077.png,images/fake/dreamstudio/1_150077.png,fake,dreamstudio,DreamStudio_art,data\raw\art_dataset\fake\latent_diffusion\dreamstudio
fake_0289,1_147983.png,images/fake/dreamstudio/1_147983.png,fake,dreamstudio,DreamStudio_art,data\raw\art_dataset\fake\latent_diffusion\dreamstudio
fake_0290,1_148157.png,images/fake/dreamstudio/1_148157.png,fake,dreamstudio,DreamStudio_art,data\raw\art_dataset\fake\latent_diffusion\dreamstudio
fake_0291,1_147292.png,images/fake/dreamstudio/1_147292.png,fake,dreamstudio,DreamStudio_pixiv,data\raw\art_dataset\fake\latent_diffusion\dreamstudio
fake_0292,1_154404.png,images/fake/dreamstudio/1_154404.png,fake,dreamstudio,DreamStudio_pixiv,data\raw\art_dataset\fake\latent_diffusion\dreamstudio
fake_0293,1_144550.png,images/fake/dreamstudio/1_144550.png,fake,dreamstudio,DreamStudio_art,data\raw\art_dataset\fake\latent_diffusion\dreamstudio
fake_0294,1_147141.png,images/fake/dreamstudio/1_147141.png,fake,dreamstudio,DreamStudio_pixiv,data\raw\art_dataset\fake\latent_diffusion\dreamstudio
fake_0295,1_155576.png,images/fake/dreamstudio/1_155576.png,fake,dreamstudio,DreamStudio_pixiv,data\raw\art_dataset\fake\latent_diffusion\dreamstudio
fake_0296,1_153622.png,images/fake/dreamstudio/1_153622.png,fake,dreamstudio,DreamStudio_pixiv,data\raw\art_dataset\fake\latent_diffusion\dreamstudio
fake_0297,1_149534.png,images/fake/dreamstudio/1_149534.png,fake,dreamstudio,DreamStudio_art,data\raw\art_dataset\fake\latent_diffusion\dreamstudio
fake_0298,1_144125.png,images/fake/dreamstudio/1_144125.png,fake,dreamstudio,DreamStudio_art,data\raw\art_dataset\fake\latent_diffusion\dreamstudio
fake_0299,1_153671.png,images/fake/dreamstudio/1_153671.png,fake,dreamstudio,DreamStudio_pixiv,data\raw\art_dataset\fake\latent_diffusion\dreamstudio
fake_0300,1_141333.png,images/fake/dreamstudio/1_141333.png,fake,dreamstudio,DreamStudio_art,data\raw\art_dataset\fake\latent_diffusion\dreamstudio
fake_0301,1_150333.png,images/fake/dreamstudio/1_150333.png,fake,dreamstudio,DreamStudio_art,data\raw\art_dataset\fake\latent_diffusion\dreamstudio
fake_0302,1_140309.png,images/fake/dreamstudio/1_140309.png,fake,dreamstudio,DreamStudio_art,data\raw\art_dataset\fake\latent_diffusion\dreamstudio
fake_0303,1_147093.png,images/fake/dreamstudio/1_147093.png,fake,dreamstudio,DreamStudio_pixiv,data\raw\art_dataset\fake\latent_diffusion\dreamstudio
fake_0304,1_151465.png,images/fake/dreamstudio/1_151465.png,fake,dreamstudio,DreamStudio_art,data\raw\art_dataset\fake\latent_diffusion\dreamstudio
fake_0305,1_140845.png,images/fake/dreamstudio/1_140845.png,fake,dreamstudio,DreamStudio_art,data\raw\art_dataset\fake\latent_diffusion\dreamstudio
fake_0306,1_155588.png,images/fake/dreamstudio/1_155588.png,fake,dreamstudio,DreamStudio_pixiv,data\raw\art_dataset\fake\latent_diffusion\dreamstudio
fake_0307,1_148361.png,images/fake/dreamstudio/1_148361.png,fake,dreamstudio,DreamStudio_art,data\raw\art_dataset\fake\latent_diffusion\dreamstudio
fake_0308,1_143665.png,images/fake/dreamstudio/1_143665.png,fake,dreamstudio,DreamStudio_art,data\raw\art_dataset\fake\latent_diffusion\dreamstudio
fake_0309,1_145472.png,images/fake/dreamstudio/1_145472.png,fake,dreamstudio,DreamStudio_pixiv,data\raw\art_dataset\fake\latent_diffusion\dreamstudio
fake_0310,1_141116.png,images/fake/dreamstudio/1_141116.png,fake,dreamstudio,DreamStudio_art,data\raw\art_dataset\fake\latent_diffusion\dreamstudio
fake_0311,1_147620.png,images/fake/dreamstudio/1_147620.png,fake,dreamstudio,DreamStudio_pixiv,data\raw\art_dataset\fake\latent_diffusion\dreamstudio
fake_0312,1_145499.png,images/fake/dreamstudio/1_145499.png,fake,dreamstudio,DreamStudio_pixiv,data\raw\art_dataset\fake\latent_diffusion\dreamstudio
fake_0313,1_140651.png,images/fake/dreamstudio/1_140651.png,fake,dreamstudio,DreamStudio_art,data\raw\art_dataset\fake\latent_diffusion\dreamstudio
fake_0314,1_147178.png,images/fake/dreamstudio/1_147178.png,fake,dreamstudio,DreamStudio_pixiv,data\raw\art_dataset\fake\latent_diffusion\dreamstudio
fake_0315,1_140500.png,images/fake/dreamstudio/1_140500.png,fake,dreamstudio,DreamStudio_art,data\raw\art_dataset\fake\latent_diffusion\dreamstudio
fake_0316,1_155550.png,images/fake/dreamstudio/1_155550.png,fake,dreamstudio,DreamStudio_pixiv,data\raw\art_dataset\fake\latent_diffusion\dreamstudio
fake_0317,1_144043.png,images/fake/dreamstudio/1_144043.png,fake,dreamstudio,DreamStudio_art,data\raw\art_dataset\fake\latent_diffusion\dreamstudio
fake_0318,1_143258.png,images/fake/dreamstudio/1_143258.png,fake,dreamstudio,DreamStudio_art,data\raw\art_dataset\fake\latent_diffusion\dreamstudio
fake_0319,1_153741.png,images/fake/dreamstudio/1_153741.png,fake,dreamstudio,DreamStudio_pixiv,data\raw\art_dataset\fake\latent_diffusion\dreamstudio
fake_0320,1_140325.png,images/fake/dreamstudio/1_140325.png,fake,dreamstudio,DreamStudio_art,data\raw\art_dataset\fake\latent_diffusion\dreamstudio
fake_0321,1_152807.png,images/fake/dreamstudio/1_152807.png,fake,dreamstudio,DreamStudio_art,data\raw\art_dataset\fake\latent_diffusion\dreamstudio
fake_0322,1_142488.png,images/fake/dreamstudio/1_142488.png,fake,dreamstudio,DreamStudio_art,data\raw\art_dataset\fake\latent_diffusion\dreamstudio
fake_0323,1_143900.png,images/fake/dreamstudio/1_143900.png,fake,dreamstudio,DreamStudio_art,data\raw\art_dataset\fake\latent_diffusion\dreamstudio
fake_0324,1_142060.png,images/fake/dreamstudio/1_142060.png,fake,dreamstudio,DreamStudio_art,data\raw\art_dataset\fake\latent_diffusion\dreamstudio
fake_0325,1_150386.png,images/fake/dreamstudio/1_150386.png,fake,dreamstudio,DreamStudio_art,data\raw\art_dataset\fake\latent_diffusion\dreamstudio
fake_0326,1_145789.png,images/fake/dreamstudio/1_145789.png,fake,dreamstudio,DreamStudio_pixiv,data\raw\art_dataset\fake\latent_diffusion\dreamstudio
fake_0327,1_141866.png,images/fake/dreamstudio/1_141866.png,fake,dreamstudio,DreamStudio_art,data\raw\art_dataset\fake\latent_diffusion\dreamstudio
fake_0328,1_151868.png,images/fake/dreamstudio/1_151868.png,fake,dreamstudio,DreamStudio_art,data\raw\art_dataset\fake\latent_diffusion\dreamstudio
fake_0329,1_155520.png,images/fake/dreamstudio/1_155520.png,fake,dreamstudio,DreamStudio_pixiv,data\raw\art_dataset\fake\latent_diffusion\dreamstudio
fake_0330,1_143563.png,images/fake/dreamstudio/1_143563.png,fake,dreamstudio,DreamStudio_art,data\raw\art_dataset\fake\latent_diffusion\dreamstudio
fake_0331,1_150247.png,images/fake/dreamstudio/1_150247.png,fake,dreamstudio,DreamStudio_art,data\raw\art_dataset\fake\latent_diffusion\dreamstudio
fake_0332,1_146281.png,images/fake/dreamstudio/1_146281.png,fake,dreamstudio,DreamStudio_pixiv,data\raw\art_dataset\fake\latent_diffusion\dreamstudio
fake_0333,1_159825.png,images/fake/midjourney/1_159825.png,fake,midjourney,Midjourney_art,data\raw\art_dataset\fake\midjourney
fake_0334,1_168191.png,images/fake/midjourney/1_168191.png,fake,midjourney,Midjourney_pixiv,data\raw\art_dataset\fake\midjourney
fake_0335,1_163715.png,images/fake/midjourney/1_163715.png,fake,midjourney,Midjourney_art,data\raw\art_dataset\fake\midjourney
fake_0336,1_158376.png,images/fake/midjourney/1_158376.png,fake,midjourney,Midjourney_art,data\raw\art_dataset\fake\midjourney
fake_0337,1_167598.png,images/fake/midjourney/1_167598.png,fake,midjourney,Midjourney_art,data\raw\art_dataset\fake\midjourney
fake_0338,1_160577.png,images/fake/midjourney/1_160577.png,fake,midjourney,Midjourney_pixiv,data\raw\art_dataset\fake\midjourney
fake_0339,1_167881.png,images/fake/midjourney/1_167881.png,fake,midjourney,Midjourney_pixiv,data\raw\art_dataset\fake\midjourney
fake_0340,1_162397.png,images/fake/midjourney/1_162397.png,fake,midjourney,Midjourney_pixiv,data\raw\art_dataset\fake\midjourney
fake_0341,1_157503.png,images/fake/midjourney/1_157503.png,fake,midjourney,Midjourney_art,data\raw\art_dataset\fake\midjourney
fake_0342,1_168370.png,images/fake/midjourney/1_168370.png,fake,midjourney,Midjourney_pixiv,data\raw\art_dataset\fake\midjourney
fake_0343,1_169050.png,images/fake/midjourney/1_169050.png,fake,midjourney,Midjourney_pixiv,data\raw\art_dataset\fake\midjourney
fake_0344,1_158310.png,images/fake/midjourney/1_158310.png,fake,midjourney,Midjourney_art,data\raw\art_dataset\fake\midjourney
fake_0345,1_162768.png,images/fake/midjourney/1_162768.png,fake,midjourney,Midjourney_art,data\raw\art_dataset\fake\midjourney
fake_0346,1_157398.png,images/fake/midjourney/1_157398.png,fake,midjourney,Midjourney_art,data\raw\art_dataset\fake\midjourney
fake_0347,1_167153.png,images/fake/midjourney/1_167153.png,fake,midjourney,Midjourney_art,data\raw\art_dataset\fake\midjourney
fake_0348,1_156047.png,images/fake/midjourney/1_156047.png,fake,midjourney,Midjourney_art,data\raw\art_dataset\fake\midjourney
fake_0349,1_162783.png,images/fake/midjourney/1_162783.png,fake,midjourney,Midjourney_art,data\raw\art_dataset\fake\midjourney
fake_0350,1_167105.png,images/fake/midjourney/1_167105.png,fake,midjourney,Midjourney_art,data\raw\art_dataset\fake\midjourney
fake_0351,1_161725.png,images/fake/midjourney/1_161725.png,fake,midjourney,Midjourney_pixiv,data\raw\art_dataset\fake\midjourney
fake_0352,1_163821.png,images/fake/midjourney/1_163821.png,fake,midjourney,Midjourney_art,data\raw\art_dataset\fake\midjourney
fake_0353,1_164170.png,images/fake/midjourney/1_164170.png,fake,midjourney,Midjourney_art,data\raw\art_dataset\fake\midjourney
fake_0354,1_162342.png,images/fake/midjourney/1_162342.png,fake,midjourney,Midjourney_pixiv,data\raw\art_dataset\fake\midjourney
fake_0355,1_158876.png,images/fake/midjourney/1_158876.png,fake,midjourney,Midjourney_art,data\raw\art_dataset\fake\midjourney
fake_0356,1_156872.png,images/fake/midjourney/1_156872.png,fake,midjourney,Midjourney_art,data\raw\art_dataset\fake\midjourney
fake_0357,1_167372.png,images/fake/midjourney/1_167372.png,fake,midjourney,Midjourney_art,data\raw\art_dataset\fake\midjourney
fake_0358,1_161943.png,images/fake/midjourney/1_161943.png,fake,midjourney,Midjourney_pixiv,data\raw\art_dataset\fake\midjourney
fake_0359,1_169235.png,images/fake/midjourney/1_169235.png,fake,midjourney,Midjourney_pixiv,data\raw\art_dataset\fake\midjourney
fake_0360,1_160904.png,images/fake/midjourney/1_160904.png,fake,midjourney,Midjourney_pixiv,data\raw\art_dataset\fake\midjourney
fake_0361,1_159605.png,images/fake/midjourney/1_159605.png,fake,midjourney,Midjourney_art,data\raw\art_dataset\fake\midjourney
fake_0362,1_157296.png,images/fake/midjourney/1_157296.png,fake,midjourney,Midjourney_art,data\raw\art_dataset\fake\midjourney
fake_0363,1_162050.png,images/fake/midjourney/1_162050.png,fake,midjourney,Midjourney_pixiv,data\raw\art_dataset\fake\midjourney
fake_0364,1_168283.png,images/fake/midjourney/1_168283.png,fake,midjourney,Midjourney_pixiv,data\raw\art_dataset\fake\midjourney
fake_0365,1_162613.png,images/fake/midjourney/1_162613.png,fake,midjourney,Midjourney_art,data\raw\art_dataset\fake\midjourney
fake_0366,1_169558.png,images/fake/midjourney/1_169558.png,fake,midjourney,Midjourney_pixiv,data\raw\art_dataset\fake\midjourney
fake_0367,1_161838.png,images/fake/midjourney/1_161838.png,fake,midjourney,Midjourney_pixiv,data\raw\art_dataset\fake\midjourney
fake_0368,1_167509.png,images/fake/midjourney/1_167509.png,fake,midjourney,Midjourney_art,data\raw\art_dataset\fake\midjourney
fake_0369,1_168824.png,images/fake/midjourney/1_168824.png,fake,midjourney,Midjourney_pixiv,data\raw\art_dataset\fake\midjourney
fake_0370,1_157610.png,images/fake/midjourney/1_157610.png,fake,midjourney,Midjourney_art,data\raw\art_dataset\fake\midjourney
fake_0371,1_168672.png,images/fake/midjourney/1_168672.png,fake,midjourney,Midjourney_pixiv,data\raw\art_dataset\fake\midjourney
fake_0372,1_166944.png,images/fake/midjourney/1_166944.png,fake,midjourney,Midjourney_art,data\raw\art_dataset\fake\midjourney
fake_0373,1_168449.png,images/fake/midjourney/1_168449.png,fake,midjourney,Midjourney_pixiv,data\raw\art_dataset\fake\midjourney
fake_0374,1_156299.png,images/fake/midjourney/1_156299.png,fake,midjourney,Midjourney_art,data\raw\art_dataset\fake\midjourney
fake_0375,1_163360.png,images/fake/midjourney/1_163360.png,fake,midjourney,Midjourney_art,data\raw\art_dataset\fake\midjourney
fake_0376,1_166400.png,images/fake/midjourney/1_166400.png,fake,midjourney,Midjourney_art,data\raw\art_dataset\fake\midjourney
fake_0377,1_164690.png,images/fake/midjourney/1_164690.png,fake,midjourney,Midjourney_art,data\raw\art_dataset\fake\midjourney
fake_0378,1_161466.png,images/fake/midjourney/1_161466.png,fake,midjourney,Midjourney_pixiv,data\raw\art_dataset\fake\midjourney
fake_0379,1_163743.png,images/fake/midjourney/1_163743.png,fake,midjourney,Midjourney_art,data\raw\art_dataset\fake\midjourney
fake_0380,1_156756.png,images/fake/midjourney/1_156756.png,fake,midjourney,Midjourney_art,data\raw\art_dataset\fake\midjourney
fake_0381,1_165961.png,images/fake/midjourney/1_165961.png,fake,midjourney,Midjourney_art,data\raw\art_dataset\fake\midjourney
fake_0382,1_161237.png,images/fake/midjourney/1_161237.png,fake,midjourney,Midjourney_pixiv,data\raw\art_dataset\fake\midjourney
fake_0383,1_163262.png,images/fake/midjourney/1_163262.png,fake,midjourney,Midjourney_art,data\raw\art_dataset\fake\midjourney
fake_0384,1_155834.png,images/fake/midjourney/1_155834.png,fake,midjourney,Midjourney_art,data\raw\art_dataset\fake\midjourney
fake_0385,1_169546.png,images/fake/midjourney/1_169546.png,fake,midjourney,Midjourney_pixiv,data\raw\art_dataset\fake\midjourney
fake_0386,1_164554.png,images/fake/midjourney/1_164554.png,fake,midjourney,Midjourney_art,data\raw\art_dataset\fake\midjourney
fake_0387,1_169100.png,images/fake/midjourney/1_169100.png,fake,midjourney,Midjourney_pixiv,data\raw\art_dataset\fake\midjourney
fake_0388,1_165703.png,images/fake/midjourney/1_165703.png,fake,midjourney,Midjourney_art,data\raw\art_dataset\fake\midjourney
fake_0389,1_157356.png,images/fake/midjourney/1_157356.png,fake,midjourney,Midjourney_art,data\raw\art_dataset\fake\midjourney
